"replication","theta_101","analysis_model","param","estimate","se","ci_lower","ci_upper","p_value"
1,0,"MLM","pi101",-0.98299257910125,0.0171481694674572,-1.01660299125747,-0.949382166945034,0
1,0,"MLM","theta101",NA,NA,NA,NA,NA
1,0,"MLM","gamma_01j",0.454400214214363,0.0280944741757772,0.399335044829839,0.509465383598886,0.0000000000000000000000000000000000000000000000000000000000769284107169885
1,0,"MLM","gamma_11j",0.135783643114155,0.0170925901793945,0.102282166362542,0.169285119865768,0.00000000000000195753733494799
1,0,"MLM","tau_01j",NA,NA,NA,NA,NA
1,0,"MLM","tau_11j",NA,NA,NA,NA,NA
1,0,"MELSM","pi101",-0.98292521898,0.0165639918131394,-1.01733404,-0.950121375,NA
1,0,"MELSM","theta101",0.0135914800744,0.0214253915109942,-0.0257356303,0.056307503975,NA
1,0,"MELSM","gamma_01j",0.45191021598,0.0300762429119484,0.39573386375,0.50954335275,NA
1,0,"MELSM","gamma_11j",0.136716883082,0.017493517024368,0.10441936175,0.1713656225,NA
2,0,"MLM","pi101",-0.957166512834443,0.017298330046689,-0.991071239725953,-0.923261785942932,0
2,0,"MLM","theta101",NA,NA,NA,NA,NA
2,0,"MLM","gamma_01j",0.493395174051745,0.0281132807369428,0.438293143807337,0.548497204296153,0.00000000000000000000000000000000000000000000000000000000000000000000592162293275426
2,0,"MLM","gamma_11j",0.0866320179507014,0.0170779512829956,0.0531592334360301,0.120104802465373,0.000000392126733058351
2,0,"MLM","tau_01j",NA,NA,NA,NA,NA
2,0,"MLM","tau_11j",NA,NA,NA,NA,NA
2,0,"MELSM","pi101",-0.96023014556,0.0174457825052625,-0.9945373785,-0.9281249415,NA
2,0,"MELSM","theta101",-0.02673908111092,0.0210359589838385,-0.0685950525,0.0153444556,NA
2,0,"MELSM","gamma_01j",0.49450507644,0.0274150842472982,0.44211594775,0.5522490685,NA
2,0,"MELSM","gamma_11j",0.085697202306,0.0168548980634196,0.053680685425,0.11671673,NA
3,0,"MLM","pi101",-1.01098979316586,0.0167445590440795,-1.04380912889226,-0.978170457439469,0
3,0,"MLM","theta101",NA,NA,NA,NA,NA
3,0,"MLM","gamma_01j",0.520701637023563,0.0279338000977554,0.465951388831963,0.575451885215164,0.0000000000000000000000000000000000000000000000000000000000000000000000000000150659398090578
3,0,"MLM","gamma_11j",0.0852583755482124,0.016660154714929,0.0526044723069516,0.117912278789473,0.000000309608733862993
3,0,"MLM","tau_01j",NA,NA,NA,NA,NA
3,0,"MLM","tau_11j",NA,NA,NA,NA,NA
3,0,"MELSM","pi101",-1.01089230104,0.0172648936151003,-1.0433343875,-0.97216214575,NA
3,0,"MELSM","theta101",0.03052855269361,0.0235505971636894,-0.011987680225,0.07594117035,NA
3,0,"MELSM","gamma_01j",0.52097487586,0.0295405371292926,0.4626566755,0.57530901775,NA
3,0,"MELSM","gamma_11j",0.084517429324,0.0167106293119492,0.05374314715,0.11651225675,NA
4,0,"MLM","pi101",-1.00368745131986,0.0170082739058259,-1.03702366817528,-0.970351234464441,0
4,0,"MLM","theta101",NA,NA,NA,NA,NA
4,0,"MLM","gamma_01j",0.515124950443235,0.028240758110952,0.459773064545769,0.5704768363407,0.0000000000000000000000000000000000000000000000000000000000000000000000000246291353996654
4,0,"MLM","gamma_11j",0.0937569297033784,0.0170033338073746,0.0604303954409242,0.127083463965833,0.0000000350704441423481
4,0,"MLM","tau_01j",NA,NA,NA,NA,NA
4,0,"MLM","tau_11j",NA,NA,NA,NA,NA
4,0,"MELSM","pi101",-1.00504399792,0.0181417749889613,-1.04028015,-0.9726845135,NA
4,0,"MELSM","theta101",-0.01156882734084,0.0195640612544833,-0.05322153,0.027733195275,NA
4,0,"MELSM","gamma_01j",0.51477973204,0.0288441866950299,0.45734132,0.568983353,NA
4,0,"MELSM","gamma_11j",0.094196613418,0.0159396731250486,0.063226166075,0.1245215095,NA
5,0,"MLM","pi101",-0.977476839143029,0.0170938390418548,-1.01098076366506,-0.943972914620993,0
5,0,"MLM","theta101",NA,NA,NA,NA,NA
5,0,"MLM","gamma_01j",0.468124869084546,0.0284595362671374,0.412344178000957,0.523905560168136,0.000000000000000000000000000000000000000000000000000000000000855638058736625
5,0,"MLM","gamma_11j",0.133165632767398,0.0169761544991917,0.0998923699489823,0.166438895585814,0.00000000000000435460174922665
5,0,"MLM","tau_01j",NA,NA,NA,NA,NA
5,0,"MLM","tau_11j",NA,NA,NA,NA,NA
5,0,"MELSM","pi101",-0.9770054231,0.0176637167109074,-1.0105214975,-0.941601899,NA
5,0,"MELSM","theta101",-0.030051845163668,0.0214988751819157,-0.071326286625,0.01368142035,NA
5,0,"MELSM","gamma_01j",0.46762066932,0.0284616801772317,0.41252491575,0.521109787,NA
5,0,"MELSM","gamma_11j",0.1320779703,0.0180346081160917,0.096971142575,0.16795250225,NA
6,0,"MLM","pi101",-0.995530191480893,0.0170740303755972,-1.02899529101706,-0.962065091944723,0
6,0,"MLM","theta101",NA,NA,NA,NA,NA
6,0,"MLM","gamma_01j",0.484801696977724,0.0281528243468389,0.42962216125792,0.539981232697529,0.00000000000000000000000000000000000000000000000000000000000000000186830919244606
6,0,"MLM","gamma_11j",0.104934216354383,0.0169318509622826,0.0717477884683093,0.138120644240457,0.000000000573870546302386
6,0,"MLM","tau_01j",NA,NA,NA,NA,NA
6,0,"MLM","tau_11j",NA,NA,NA,NA,NA
6,0,"MELSM","pi101",-0.99642173992,0.0178871775048128,-1.02954002,-0.9589035585,NA
6,0,"MELSM","theta101",-0.011526363210486,0.0221985596448462,-0.053896675,0.03018201465,NA
6,0,"MELSM","gamma_01j",0.4848483217,0.0279632281878003,0.43412971425,0.53807083825,NA
6,0,"MELSM","gamma_11j",0.104108111228,0.0169871032539332,0.072650132375,0.13656506225,NA
7,0,"MLM","pi101",-0.989409528277938,0.017697474928204,-1.02409657913722,-0.954722477418658,0
7,0,"MLM","theta101",NA,NA,NA,NA,NA
7,0,"MLM","gamma_01j",0.482932132441126,0.0283072069927856,0.427450006735267,0.538414258146986,0.0000000000000000000000000000000000000000000000000000000000000000292570246715994
7,0,"MLM","gamma_11j",0.103090287398507,0.0170375652048125,0.0696966595970742,0.136483915199939,0.00000000144160443033491
7,0,"MLM","tau_01j",NA,NA,NA,NA,NA
7,0,"MLM","tau_11j",NA,NA,NA,NA,NA
7,0,"MELSM","pi101",-0.9890009676,0.0181027788374452,-1.0248705,-0.95260234725,NA
7,0,"MELSM","theta101",0.0010595903558,0.0227280177197133,-0.042050850375,0.045486689925,NA
7,0,"MELSM","gamma_01j",0.48104866678,0.0282816096507264,0.42700488875,0.53397311625,NA
7,0,"MELSM","gamma_11j",0.10530024736,0.0161920745500237,0.075235120525,0.13620553975,NA
8,0,"MLM","pi101",-1.00338263486427,0.0171113501431027,-1.03692088114475,-0.969844388583785,0
8,0,"MLM","theta101",NA,NA,NA,NA,NA
8,0,"MLM","gamma_01j",0.482349866536913,0.0289156962099582,0.425675101965395,0.539024631108431,0.0000000000000000000000000000000000000000000000000000000000000179434297561977
8,0,"MLM","gamma_11j",0.100900842971945,0.0170971761123906,0.067390377791659,0.13441130815223,0.00000000359974169541427
8,0,"MLM","tau_01j",NA,NA,NA,NA,NA
8,0,"MLM","tau_11j",NA,NA,NA,NA,NA
8,0,"MELSM","pi101",-1.00481047008,0.016987179364601,-1.036580895,-0.97187475625,NA
8,0,"MELSM","theta101",0.016516831903076,0.0244238992095977,-0.028902310575,0.0622687182,NA
8,0,"MELSM","gamma_01j",0.48212268446,0.0294355917739287,0.42663422425,0.54028843675,NA
8,0,"MELSM","gamma_11j",0.101182892544,0.0161674679209139,0.0687125303,0.132595447,NA
9,0,"MLM","pi101",-1.02812158458736,0.0175346755746066,-1.06248954871359,-0.993753620461129,0
9,0,"MLM","theta101",NA,NA,NA,NA,NA
9,0,"MLM","gamma_01j",0.470967900094399,0.0280282054654154,0.416032617382185,0.525903182806614,0.00000000000000000000000000000000000000000000000000000000000000230620255028758
9,0,"MLM","gamma_11j",0.116157484175882,0.0167564682801241,0.0833148063468391,0.149000162004926,0.00000000000414643848466482
9,0,"MLM","tau_01j",NA,NA,NA,NA,NA
9,0,"MLM","tau_11j",NA,NA,NA,NA,NA
9,0,"MELSM","pi101",-1.0269155534,0.0164797262696868,-1.058369595,-0.994946872,NA
9,0,"MELSM","theta101",0.030300661428942,0.023636249098699,-0.01600711765,0.079336435775,NA
9,0,"MELSM","gamma_01j",0.46992790048,0.0254573324250006,0.415992333,0.52130787375,NA
9,0,"MELSM","gamma_11j",0.116369866578,0.016683052712588,0.081655045125,0.14874364925,NA
10,0,"MLM","pi101",-0.968564790545616,0.0172771783318162,-1.00242806007598,-0.934701521015257,0
10,0,"MLM","theta101",NA,NA,NA,NA,NA
10,0,"MLM","gamma_01j",0.494673616094932,0.0282971742407182,0.439211154583125,0.55013607760674,0.0000000000000000000000000000000000000000000000000000000000000000000198638024814613
10,0,"MLM","gamma_11j",0.0662379856857049,0.0170523310296578,0.0328154168675757,0.0996605545038341,0.000102585105510944
10,0,"MLM","tau_01j",NA,NA,NA,NA,NA
10,0,"MLM","tau_11j",NA,NA,NA,NA,NA
10,0,"MELSM","pi101",-0.96925055908,0.0165015531936081,-1.00021856375,-0.93956158075,NA
10,0,"MELSM","theta101",-0.008491788831966,0.0227477598286927,-0.050289325675,0.040234896725,NA
10,0,"MELSM","gamma_01j",0.49465305816,0.0272240300858356,0.44162512675,0.547293849,NA
10,0,"MELSM","gamma_11j",0.06615501644,0.0163079256208326,0.035331339325,0.10073784025,NA
