"replication","theta_101","analysis_model","param","estimate","se","ci_lower","ci_upper","p_value"
1,-0.5,"MLM","pi101",-1.09224728721397,0.051024409383294,-1.19225512960523,-0.992239444822715,0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000116549670035678
1,-0.5,"MLM","theta101",NA,NA,NA,NA,NA
1,-0.5,"MLM","gamma_01j",0.414076524977763,0.0686942816469071,0.279435732949825,0.548717317005701,0.00000000166189573158854
1,-0.5,"MLM","gamma_11j",0.129020614344634,0.0504215528655503,0.0301943707281554,0.227846857961112,0.0105022496878912
1,-0.5,"MLM","tau_01j",NA,NA,NA,NA,NA
1,-0.5,"MLM","tau_11j",NA,NA,NA,NA,NA
1,-0.5,"MELSM","pi101",-1.06267957806,0.0427403157577721,-1.14260445,-0.97654477475,NA
1,-0.5,"MELSM","theta101",-0.23695418768,0.0201143616748247,-0.277235022,-0.196103081,NA
1,-0.5,"MELSM","gamma_01j",0.41546946414,0.0650971468956382,0.2719632685,0.5490804485,NA
1,-0.5,"MELSM","gamma_11j",0.1244028395698,0.0445388965023759,0.035167360625,0.21739863725,NA
1,0,"MLM","pi101",-1.08581037271431,0.0601798497123924,-1.2037628781506,-0.967857867278023,0.000000000000000000000000000000000000000000000000000000000000000000000000899435414073716
1,0,"MLM","theta101",NA,NA,NA,NA,NA
1,0,"MLM","gamma_01j",0.627467825017152,0.0730877674147396,0.484215800884262,0.770719849150041,0.0000000000000000090735491395604
1,0,"MLM","gamma_11j",0.0689497962417694,0.0585733092372261,-0.0458538898631937,0.183753482346732,0.239134106504677
1,0,"MLM","tau_01j",NA,NA,NA,NA,NA
1,0,"MLM","tau_11j",NA,NA,NA,NA,NA
1,0,"MELSM","pi101",-1.06099996432,0.0448569135451122,-1.1450937725,-0.96938606575,NA
1,0,"MELSM","theta101",-0.0057373406194042,0.0194708542593271,-0.04251013415,0.0335078806499999,NA
1,0,"MELSM","gamma_01j",0.57332250442,0.0700741620247373,0.44239684125,0.71209032575,NA
1,0,"MELSM","gamma_11j",0.06981158090908,0.0580940918278885,-0.0398763774,0.18346043725,NA
1,0.5,"MLM","pi101",-1.1219159303206,0.0698379888648116,-1.25879838849563,-0.985033472145568,0.000000000000000000000000000000000000000000000000000000000452126723772598
1,0.5,"MLM","theta101",NA,NA,NA,NA,NA
1,0.5,"MLM","gamma_01j",0.448836618039527,0.0781999186222553,0.295564777539906,0.602108458539147,0.00000000948978163874373
1,0.5,"MLM","gamma_11j",0.15341603684704,0.0698031611998073,0.0166018408954178,0.290230232798662,0.0279606558522058
1,0.5,"MLM","tau_01j",NA,NA,NA,NA,NA
1,0.5,"MLM","tau_11j",NA,NA,NA,NA,NA
1,0.5,"MELSM","pi101",-1.07471075032,0.0497752873533038,-1.1700559175,-0.9814657315,NA
1,0.5,"MELSM","theta101",0.22030025334,0.0177831580300384,0.1865216505,0.25401990625,NA
1,0.5,"MELSM","gamma_01j",0.46619843212,0.0716972155660984,0.32714058725,0.600977902,NA
1,0.5,"MELSM","gamma_11j",0.143483780268,0.0630761584851354,0.0259294736,0.280907853,NA
2,-0.5,"MLM","pi101",-0.938467988745015,0.050587397348969,-1.03761928754899,-0.839316689941035,0.0000000000000000000000000000000000000000000000000000000000000000000000000000794276895353824
2,-0.5,"MLM","theta101",NA,NA,NA,NA,NA
2,-0.5,"MLM","gamma_01j",0.463719754972837,0.0686960360505589,0.329075524313742,0.598363985631933,0.0000000000147526404486738
2,-0.5,"MLM","gamma_11j",0.104198366412297,0.0505863636023502,0.00504909375169064,0.203347639072903,0.0394165781408363
2,-0.5,"MLM","tau_01j",NA,NA,NA,NA,NA
2,-0.5,"MLM","tau_11j",NA,NA,NA,NA,NA
2,-0.5,"MELSM","pi101",-0.97437191744,0.0380573151478045,-1.0481713075,-0.8983162355,NA
2,-0.5,"MELSM","theta101",-0.22817275508,0.0203720645857765,-0.26913628775,-0.1888594165,NA
2,-0.5,"MELSM","gamma_01j",0.46055457182,0.0722965397693801,0.3114341775,0.60332466375,NA
2,-0.5,"MELSM","gamma_11j",0.1008589106904,0.0503470412389407,0.00720595573,0.19523291475,NA
2,0,"MLM","pi101",-0.94277270208182,0.0579410248371929,-1.05633711076272,-0.829208293400922,0.0000000000000000000000000000000000000000000000000000000000157909977813986
2,0,"MLM","theta101",NA,NA,NA,NA,NA
2,0,"MLM","gamma_01j",0.511215354395933,0.0724394255992152,0.369234080221471,0.653196628570395,0.00000000000169961219774842
